11581,24,84000,MORTGAGE,8.0,MEDICAL,B,2500,10.99,0.03,N,4,0
54640,30,54400,RENT,5.0,MEDICAL,D,5000,15.33,0.09,Y,10,1
33820,23,45000,RENT,8.0,VENTURE,A,10000,7.9,0.22,N,2,0
31471,34,40000,RENT,2.0,VENTURE,B,1200,10.37,0.03,N,7,0
33903,24,58000,RENT,5.0,HOMEIMPROVEMENT,D,13000,14.96,0.23,N,3,0
45044,29,140000,MORTGAGE,2.0,VENTURE,B,10000,10.65,0.07,N,10,0
27113,27,43200,RENT,4.0,EDUCATION,C,10000,14.26,0.23,Y,6,0
16381,26,130000,MORTGAGE,7.0,VENTURE,B,12000,12.21,0.09,N,4,0
10821,28,185000,MORTGAGE,4.0,HOMEIMPROVEMENT,B,28000,9.91,0.14,N,8,0
48099,21,24000,RENT,5.0,VENTURE,C,2000,13.48,0.08,N,3,0
16900,23,48000,RENT,0.0,MEDICAL,B,10000,9.99,0.21,N,3,0
31439,33,96000,MORTGAGE,1.0,VENTURE,C,6000,14.79,0.06,N,10,0
52713,22,60000,MORTGAGE,3.0,PERSONAL,B,12000,10.75,0.2,N,3,0
32941,23,25000,RENT,0.0,MEDICAL,B,7000,11.11,0.28,N,3,0
58170,29,63000,MORTGAGE,4.0,PERSONAL,B,11200,11.49,0.2,N,7,0
17082,32,60000,MORTGAGE,3.0,PERSONAL,A,3600,6.62,0.06,N,6,0
21606,24,29184,RENT,0.0,MEDICAL,A,1800,7.49,0.06,N,4,0
14203,25,70000,RENT,3.0,VENTURE,B,8000,10.38,0.11,N,4,0
25336,33,95004,MORTGAGE,2.0,PERSONAL,C,9000,13.35,0.1,Y,9,0
5415,40,28800,RENT,2.0,PERSONAL,A,2800,7.88,0.1,N,14,0
17176,23,36000,RENT,1.0,EDUCATION,A,4000,5.42,0.11,N,3,0
28676,26,65000,MORTGAGE,5.0,MEDICAL,C,10000,12.29,0.15,Y,3,0
41168,34,75000,RENT,0.0,DEBTCONSOLIDATION,B,5000,10.2,0.07,N,9,0
21179,24,24000,OWN,3.0,MEDICAL,C,2500,13.98,0.1,Y,4,0
25284,23,34000,RENT,1.0,EDUCATION,C,12000,12.84,0.35,N,3,1
15222,30,110000,MORTGAGE,0.0,PERSONAL,C,12000,14.26,0.11,N,5,0
2859,23,25000,RENT,0.0,EDUCATION,A,3600,7.49,0.14,N,4,0
26344,22,27000,RENT,2.0,EDUCATION,A,5000,7.9,0.18,N,2,0
6366,36,95827,MORTGAGE,2.0,MEDICAL,A,12000,7.14,0.13,N,14,0
26603,27,60000,MORTGAGE,7.0,HOMEIMPROVEMENT,B,12000,12.21,0.2,N,10,0
26750,28,80000,RENT,0.0,HOMEIMPROVEMENT,C,6000,13.79,0.07,N,8,0
52479,24,31000,RENT,4.0,PERSONAL,A,5000,7.9,0.16,N,4,1
53477,24,55000,RENT,8.0,PERSONAL,D,2000,14.54,0.04,N,2,0
42111,31,25000,MORTGAGE,2.0,VENTURE,A,8000,6.62,0.32,N,6,0
14438,25,110000,MORTGAGE,0.0,VENTURE,C,5000,13.85,0.05,N,2,0
48810,23,54000,RENT,4.0,EDUCATION,D,10000,14.54,0.19,N,3,1
56591,24,60000,RENT,5.0,HOMEIMPROVEMENT,B,3250,10.99,0.05,N,4,0
52433,28,39000,RENT,2.0,HOMEIMPROVEMENT,B,10000,11.86,0.26,N,7,1
37858,22,50000,RENT,2.0,PERSONAL,B,15200,10.25,0.3,N,2,0
12499,22,100000,MORTGAGE,3.0,VENTURE,B,10000,10.65,0.1,N,3,0
17081,23,43000,RENT,7.0,EDUCATION,C,3200,13.8,0.07,N,3,0
29924,28,23004,RENT,0.0,DEBTCONSOLIDATION,A,1350,5.42,0.06,N,10,0
58496,22,37200,RENT,6.0,DEBTCONSOLIDATION,A,5000,7.14,0.14,N,4,0
31709,28,82000,MORTGAGE,1.0,PERSONAL,A,6000,7.51,0.07,N,6,0
3558,35,30000,RENT,8.0,VENTURE,B,7000,12.69,0.23,N,5,0
46078,21,45000,RENT,2.0,EDUCATION,B,5000,9.91,0.11,N,3,0
21561,23,246725,OWN,4.0,MEDICAL,D,24250,15.31,0.11,Y,2,1
19849,35,95000,RENT,0.0,PERSONAL,C,3200,13.72,0.03,N,6,0
18117,30,96053,MORTGAGE,15.0,MEDICAL,D,30000,15.62,0.27,N,14,1
56062,26,83000,RENT,10.0,HOMEIMPROVEMENT,A,3500,6.03,0.04,N,3,0
39021,25,30000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,5200,13.49,0.17,Y,4,0
54524,27,18000,RENT,2.0,MEDICAL,B,4000,10.75,0.22,N,10,1
8116,24,30000,RENT,1.0,MEDICAL,B,5000,11.83,0.17,N,4,0
21968,21,26400,OWN,6.0,VENTURE,A,7500,8.32,0.28,N,2,0
45224,30,115000,MORTGAGE,11.0,EDUCATION,B,20000,10.75,0.17,N,8,0
49475,26,54000,RENT,0.0,EDUCATION,B,10000,12.42,0.19,N,4,1
33874,24,90000,MORTGAGE,5.0,VENTURE,A,3500,5.99,0.04,N,2,0
32241,27,63000,RENT,2.0,EDUCATION,A,4000,6.76,0.06,N,6,0
19252,28,108000,MORTGAGE,3.0,EDUCATION,B,35000,10.59,0.3,N,10,1
27459,38,39000,MORTGAGE,3.0,PERSONAL,B,16000,11.83,0.41,N,17,0
32341,24,102000,MORTGAGE,5.0,VENTURE,B,9800,10.36,0.1,N,4,0
37389,24,110000,RENT,7.0,MEDICAL,A,12000,8.9,0.11,N,4,0
12370,27,60000,RENT,11.0,MEDICAL,A,6000,7.51,0.1,N,10,0
47570,24,90000,RENT,5.0,PERSONAL,C,14000,13.06,0.15,Y,4,0
13362,25,88296,RENT,5.0,PERSONAL,B,15000,12.18,0.17,N,2,0
20661,22,60000,MORTGAGE,4.0,PERSONAL,B,10000,11.99,0.17,N,3,0
32577,23,80000,MORTGAGE,7.0,PERSONAL,A,9000,5.99,0.11,N,4,0
32644,39,55000,RENT,3.0,MEDICAL,B,8000,10.65,0.15,N,11,0
559,25,110000,MORTGAGE,0.0,VENTURE,A,6000,8.49,0.05,N,4,0
42628,24,118000,MORTGAGE,8.0,EDUCATION,B,15000,12.18,0.13,N,4,0
31448,22,48000,MORTGAGE,6.0,VENTURE,B,1500,9.25,0.03,N,4,0
24936,28,95000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,6000,7.88,0.06,N,8,0
34995,28,48000,MORTGAGE,1.0,HOMEIMPROVEMENT,B,5000,12.69,0.1,N,10,0
19547,38,104800,MORTGAGE,12.0,DEBTCONSOLIDATION,B,14000,11.99,0.13,N,13,0
47692,22,30000,RENT,0.0,PERSONAL,C,6000,14.22,0.2,Y,4,0
57766,23,38400,RENT,4.0,VENTURE,B,5000,11.49,0.13,N,2,0
18494,24,71040,MORTGAGE,8.0,DEBTCONSOLIDATION,A,3000,5.79,0.04,N,4,0
7268,22,44000,RENT,6.0,EDUCATION,D,12000,15.58,0.27,N,4,1
377,41,30000,OWN,2.0,PERSONAL,C,8000,14.22,0.27,N,15,0
49194,29,35000,RENT,12.0,MEDICAL,B,1800,11.49,0.05,N,5,0
891,23,75000,MORTGAGE,7.0,EDUCATION,B,5000,10.59,0.07,N,2,0
47764,24,35000,OWN,1.0,VENTURE,B,3500,12.69,0.1,N,4,0
25815,24,60000,RENT,6.0,VENTURE,B,24000,10.99,0.42,N,2,1
23342,24,98000,RENT,0.0,EDUCATION,C,6000,15.96,0.06,Y,3,1
55486,23,101138,MORTGAGE,6.0,PERSONAL,C,20500,13.35,0.2,Y,4,0
7293,26,75000,OWN,7.0,HOMEIMPROVEMENT,A,5000,6.99,0.07,N,4,0
31444,22,50000,RENT,2.0,PERSONAL,B,10000,10.99,0.2,N,2,0
44001,28,100000,RENT,2.0,EDUCATION,A,5000,7.49,0.05,N,10,0
12342,31,100000,MORTGAGE,15.0,VENTURE,A,15000,8.94,0.15,N,7,0
9691,24,70000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15000,10.25,0.21,N,2,0
290,27,70000,MORTGAGE,11.0,DEBTCONSOLIDATION,A,5000,7.29,0.07,N,8,0
36630,27,37000,RENT,5.0,EDUCATION,C,8000,15.23,0.22,Y,7,0
29710,34,80600,RENT,2.0,PERSONAL,B,9600,12.21,0.12,N,9,0
54631,34,109500,MORTGAGE,4.0,PERSONAL,B,19125,9.91,0.19,N,7,0
45683,23,80000,MORTGAGE,4.0,VENTURE,A,15000,7.51,0.19,N,3,0
11345,24,55000,RENT,0.0,DEBTCONSOLIDATION,E,16000,17.04,0.29,N,2,1
29158,24,60000,RENT,0.0,PERSONAL,A,5000,6.91,0.08,N,3,0
5926,26,35000,RENT,0.0,PERSONAL,C,9600,13.16,0.27,Y,3,0
11953,24,70000,RENT,4.0,VENTURE,A,9000,7.29,0.13,N,4,0
50850,27,40000,MORTGAGE,11.0,VENTURE,B,10000,10.95,0.25,N,9,0
25830,53,75000,MORTGAGE,7.0,PERSONAL,B,20000,11.12,0.27,N,30,0
18549,32,30000,RENT,3.0,HOMEIMPROVEMENT,A,8000,6.99,0.27,N,10,1
36317,26,90000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,25000,11.36,0.28,N,4,0
21764,36,45000,MORTGAGE,2.0,VENTURE,C,10000,13.57,0.22,N,16,0
6022,36,52000,RENT,5.0,DEBTCONSOLIDATION,A,7000,7.29,0.13,N,16,0
48453,32,72000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,5.42,0.11,N,8,0
9265,21,65000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,8000,6.99,0.12,N,2,0
1834,23,90000,RENT,4.0,DEBTCONSOLIDATION,B,5000,11.99,0.06,N,3,0
31911,25,36000,RENT,4.0,MEDICAL,B,10000,9.99,0.28,N,4,0
35767,26,48000,MORTGAGE,4.0,EDUCATION,B,10000,10.65,0.21,N,3,0
14509,25,56000,RENT,4.0,PERSONAL,B,5600,9.63,0.1,N,2,0
26957,22,72000,RENT,0.0,DEBTCONSOLIDATION,A,5000,5.42,0.07,N,4,0
2746,22,50000,MORTGAGE,6.0,VENTURE,A,10000,8.94,0.2,N,2,0
35753,30,68000,MORTGAGE,14.0,EDUCATION,A,7000,6.62,0.1,N,5,0
1124,32,72000,MORTGAGE,0.0,HOMEIMPROVEMENT,B,10000,10.36,0.14,N,6,0
19758,36,54000,RENT,3.0,DEBTCONSOLIDATION,E,10000,17.39,0.19,Y,16,1
50852,21,53000,RENT,2.0,DEBTCONSOLIDATION,A,5200,7.88,0.1,N,2,0
24060,35,37000,RENT,2.0,PERSONAL,B,7000,9.99,0.19,N,6,0
3038,25,50000,MORTGAGE,9.0,MEDICAL,B,6000,10.36,0.12,N,4,0
7210,27,51996,MORTGAGE,11.0,DEBTCONSOLIDATION,B,3200,11.49,0.06,N,8,0
22449,25,55000,MORTGAGE,10.0,VENTURE,C,5000,13.49,0.09,Y,2,0
17027,22,38000,RENT,6.0,PERSONAL,B,5000,10.37,0.13,N,2,0
21514,39,60000,RENT,9.0,HOMEIMPROVEMENT,B,15000,11.83,0.25,N,11,0
24839,23,100000,MORTGAGE,4.0,EDUCATION,C,6000,11.97,0.06,N,3,0
5604,22,27800,RENT,6.0,EDUCATION,A,14125,6.99,0.51,N,3,1
48422,28,30000,RENT,1.0,MEDICAL,B,5000,11.89,0.17,N,8,0
53604,22,35000,RENT,6.0,EDUCATION,A,7200,6.17,0.21,N,2,0
43530,24,66996,MORTGAGE,4.0,PERSONAL,D,12000,15.21,0.18,Y,2,1
52174,23,70500,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7500,8.59,0.11,N,2,0
24139,30,63750,RENT,7.0,HOMEIMPROVEMENT,D,8400,17.58,0.14,Y,6,0
29466,26,100000,MORTGAGE,3.0,EDUCATION,B,15000,11.99,0.15,N,4,0
54918,23,46000,RENT,2.0,MEDICAL,E,17500,17.56,0.36,Y,2,1
21559,25,96000,RENT,5.0,HOMEIMPROVEMENT,A,11200,8.9,0.12,N,3,0
21594,23,30000,RENT,0.0,EDUCATION,B,2400,11.71,0.08,N,2,0
15255,28,35000,RENT,5.0,MEDICAL,D,12000,16.29,0.34,N,9,1
43638,31,60000,MORTGAGE,2.0,HOMEIMPROVEMENT,A,3000,9.63,0.05,N,10,0
32740,26,57000,MORTGAGE,10.0,VENTURE,A,3500,7.68,0.06,N,4,0
42538,29,52000,RENT,5.0,HOMEIMPROVEMENT,C,1000,13.11,0.02,Y,7,0
29382,22,38000,RENT,5.0,PERSONAL,B,6600,12.42,0.17,N,4,0
58612,22,91200,MORTGAGE,6.0,EDUCATION,B,5000,11.36,0.05,N,2,0
44162,23,52000,OWN,7.0,MEDICAL,A,7000,7.14,0.13,N,4,0
22586,23,135000,MORTGAGE,7.0,MEDICAL,B,7500,11.83,0.05,N,3,0
13381,27,125000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,20000,11.99,0.16,N,7,0
42923,29,66300,RENT,0.0,EDUCATION,D,17000,16.77,0.22,Y,5,1
47796,33,50000,RENT,1.0,EDUCATION,B,4000,10.0,0.08,N,8,0
31236,32,69996,OWN,3.0,MEDICAL,B,10000,11.86,0.14,N,10,0
39286,27,50000,MORTGAGE,11.0,EDUCATION,A,7000,6.99,0.14,N,9,0
32762,29,58650,RENT,1.0,MEDICAL,D,5000,15.31,0.07,N,9,1
10490,28,105000,MORTGAGE,1.0,HOMEIMPROVEMENT,A,12000,7.66,0.11,N,6,0
44187,32,370000,MORTGAGE,4.0,MEDICAL,A,15000,7.88,0.04,N,5,0
42855,25,75000,MORTGAGE,8.0,VENTURE,A,8000,5.99,0.11,N,4,0
9348,22,24000,RENT,0.0,EDUCATION,B,2750,10.99,0.11,N,4,1
29103,26,36000,RENT,2.0,MEDICAL,E,10000,19.29,0.28,N,2,1
53168,23,60000,MORTGAGE,6.0,EDUCATION,B,16000,10.99,0.27,N,3,0
21653,22,28596,RENT,0.0,PERSONAL,B,1500,11.83,0.05,N,3,0
54777,35,51000,RENT,1.0,EDUCATION,C,6400,13.47,0.13,Y,5,0
16404,23,30000,RENT,3.0,MEDICAL,A,5000,8.49,0.17,N,3,0
56574,24,120000,RENT,1.0,HOMEIMPROVEMENT,C,5000,12.53,0.04,N,3,0
40732,24,43288,RENT,3.0,EDUCATION,B,10000,10.0,0.23,N,2,0
16743,27,55000,RENT,11.0,MEDICAL,B,5000,11.49,0.09,N,8,0
19535,26,85000,RENT,0.0,DEBTCONSOLIDATION,A,7700,6.91,0.09,N,3,0
46807,33,24000,RENT,4.0,EDUCATION,A,10000,7.51,0.42,N,10,1
20783,24,63000,MORTGAGE,8.0,EDUCATION,A,12000,7.51,0.19,N,2,0
13308,23,75000,RENT,4.0,VENTURE,A,7200,8.9,0.1,N,3,0
17344,23,113000,MORTGAGE,2.0,EDUCATION,D,20000,14.54,0.18,N,3,1
50517,22,86000,MORTGAGE,5.0,VENTURE,A,8000,6.91,0.09,N,2,0
26482,22,39996,RENT,5.0,DEBTCONSOLIDATION,B,5000,10.36,0.13,N,3,0
42889,36,135000,MORTGAGE,0.0,EDUCATION,B,25000,11.12,0.19,N,12,0
34417,23,68000,MORTGAGE,7.0,PERSONAL,A,6000,7.51,0.09,N,2,0
19618,27,40000,RENT,3.0,VENTURE,A,12000,8.9,0.3,N,10,0
10395,23,44000,RENT,0.0,MEDICAL,D,16000,16.32,0.37,Y,3,1
49840,22,30000,RENT,2.0,EDUCATION,C,2000,12.53,0.07,N,2,0
24590,24,55000,MORTGAGE,1.0,MEDICAL,B,4750,11.99,0.08,N,2,0
26042,27,87000,RENT,5.0,PERSONAL,B,15000,10.62,0.17,N,5,0
23843,23,122000,MORTGAGE,5.0,EDUCATION,B,20000,11.26,0.16,N,4,0
52888,21,57192,RENT,5.0,DEBTCONSOLIDATION,B,8000,10.37,0.14,N,4,0
57508,40,31200,MORTGAGE,4.0,HOMEIMPROVEMENT,B,5000,10.65,0.16,N,11,0
48927,23,35000,RENT,3.0,DEBTCONSOLIDATION,A,5000,7.49,0.14,N,3,0
6140,27,99996,MORTGAGE,11.0,HOMEIMPROVEMENT,A,5200,5.42,0.05,N,9,0
35017,23,75000,RENT,2.0,EDUCATION,A,5600,9.63,0.07,N,4,0
33831,22,54000,MORTGAGE,6.0,EDUCATION,B,13500,9.67,0.25,N,3,0
3755,25,30000,RENT,5.0,MEDICAL,A,7200,7.29,0.24,N,2,0
56804,24,110000,MORTGAGE,0.0,EDUCATION,B,15000,11.14,0.14,N,4,0
4881,22,36000,RENT,6.0,EDUCATION,A,12000,7.51,0.33,N,4,1
17784,22,36996,OWN,2.0,VENTURE,C,3200,11.97,0.08,Y,4,0
6907,24,50000,RENT,5.0,PERSONAL,B,11000,12.42,0.21,N,2,0
26646,27,50000,RENT,5.0,VENTURE,B,8000,10.99,0.16,N,7,0
41055,25,48000,RENT,3.0,DEBTCONSOLIDATION,A,10400,6.91,0.22,N,2,0
36456,38,40000,RENT,2.0,DEBTCONSOLIDATION,C,10000,13.22,0.25,N,17,0
4166,27,60000,RENT,6.0,HOMEIMPROVEMENT,B,15000,12.18,0.25,N,5,0
4976,27,90000,RENT,4.0,DEBTCONSOLIDATION,A,10000,5.42,0.11,N,8,0
2301,29,50000,MORTGAGE,13.0,DEBTCONSOLIDATION,C,4000,13.99,0.08,Y,7,0
46125,21,40000,RENT,5.0,PERSONAL,C,3500,13.23,0.09,Y,4,0
42206,29,150000,MORTGAGE,7.0,EDUCATION,A,10000,6.99,0.07,N,9,0
53941,24,105000,RENT,8.0,HOMEIMPROVEMENT,A,19000,8.49,0.18,N,3,0
40914,26,60000,MORTGAGE,2.0,VENTURE,A,10000,6.54,0.17,N,2,0
42420,43,65000,RENT,3.0,MEDICAL,A,10000,6.62,0.15,N,14,0
10573,32,130000,MORTGAGE,12.0,DEBTCONSOLIDATION,A,12000,7.88,0.09,N,8,0
9818,24,100000,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0.15,N,4,0
46856,23,37000,RENT,7.0,MEDICAL,C,5000,14.27,0.14,Y,3,0
41638,29,120000,RENT,1.0,DEBTCONSOLIDATION,B,17000,11.14,0.14,N,9,0
36488,23,68000,OWN,2.0,MEDICAL,A,15000,8.49,0.22,N,2,0
53442,24,54000,RENT,8.0,PERSONAL,D,9000,16.45,0.17,N,4,0
55023,25,95000,RENT,6.0,VENTURE,C,7200,12.99,0.08,Y,2,0
20286,26,51600,RENT,10.0,EDUCATION,B,3000,11.86,0.06,N,2,0
55999,26,18700,RENT,2.0,MEDICAL,A,1200,5.42,0.07,N,4,0
11001,22,65000,RENT,4.0,EDUCATION,A,14000,9.63,0.22,N,4,0
11714,40,43000,RENT,15.0,MEDICAL,B,13650,10.65,0.32,N,14,1
35863,28,99996,MORTGAGE,6.0,VENTURE,A,10000,5.42,0.1,N,7,0
37295,28,74000,RENT,1.0,VENTURE,C,10000,13.22,0.14,N,5,0
29556,27,30000,RENT,1.0,VENTURE,A,4000,8.0,0.13,N,6,0
14205,28,75000,MORTGAGE,12.0,HOMEIMPROVEMENT,A,3000,5.42,0.04,N,7,0
47875,23,78000,RENT,7.0,DEBTCONSOLIDATION,D,13000,16.77,0.17,N,3,1
39059,23,50000,RENT,5.0,EDUCATION,A,10000,7.14,0.2,N,4,0
20700,29,70000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,12000,7.91,0.17,N,9,0
2002,24,65000,MORTGAGE,8.0,MEDICAL,A,10000,5.79,0.15,N,3,0
24883,22,50000,RENT,2.0,DEBTCONSOLIDATION,A,5600,9.32,0.11,N,3,0
21152,27,52700,RENT,1.0,VENTURE,C,8500,13.49,0.15,N,8,0
18607,29,60000,RENT,4.0,MEDICAL,C,1600,13.49,0.03,N,10,0
9554,37,32000,OWN,2.0,PERSONAL,A,12000,7.49,0.38,N,13,0
42744,45,110000,RENT,1.0,VENTURE,B,7400,9.99,0.07,N,17,0
39781,27,34000,RENT,10.0,DEBTCONSOLIDATION,A,7500,8.9,0.22,N,8,1
53409,31,58000,MORTGAGE,11.0,EDUCATION,C,2500,13.72,0.04,Y,10,0
24503,51,35000,MORTGAGE,4.0,PERSONAL,B,8000,10.99,0.23,N,22,0
26561,28,106300,MORTGAGE,11.0,MEDICAL,A,20000,6.54,0.19,N,7,0
42315,35,45000,MORTGAGE,7.0,MEDICAL,A,7000,5.42,0.16,N,6,0
24451,29,48000,RENT,5.0,DEBTCONSOLIDATION,C,10000,14.26,0.21,Y,10,0
47629,23,48000,MORTGAGE,1.0,PERSONAL,C,7000,12.53,0.15,Y,2,0
2557,50,93450,RENT,0.0,HOMEIMPROVEMENT,B,15000,11.58,0.16,N,12,0
13177,28,100000,MORTGAGE,3.0,MEDICAL,B,15000,11.11,0.15,N,7,0
2021,24,90000,RENT,1.0,VENTURE,B,20000,12.18,0.22,N,2,0
26170,25,51600,OWN,1.0,VENTURE,B,13000,12.53,0.25,N,4,0
10863,29,78000,RENT,0.0,HOMEIMPROVEMENT,D,15000,14.96,0.19,N,8,1
6318,33,105000,RENT,2.0,EDUCATION,B,7500,10.74,0.07,N,9,0
51693,25,58000,RENT,6.0,PERSONAL,A,9000,8.49,0.15,N,3,0
2212,25,84000,MORTGAGE,9.0,VENTURE,B,25000,11.26,0.3,N,2,0
